"id","programmingid","userid","submitcount","latestsubmitid"
"2730533","23216","79434","1","8362851"
"2730161","23216","79442","5","8364104"
"2731188","23216","79444","1","8365550"
"2741372","23216","79446","2","8400729"
"2735154","23216","79451","1","8378518"
"2733056","23216","79456","1","8371845"
"2731619","23216","79458","4","8367328"
"2736964","23216","79462","2","8384353"
"2733411","23216","79463","1","8373159"
"2730705","23216","79474","1","8363480"
"2730176","23216","79475","2","8361825"
"2743799","23216","79477","3","8409260"
"2731267","23216","79480","1","8365964"
"2744563","23216","79481","1","8411958"
"2743795","23216","79483","1","8409201"
"2732552","23216","79484","2","8370179"
"2802438","23216","79488","3","8616895"
"2731605","23216","79500","1","8367275"
"2729791","23216","79504","2","8360526"
"2731682","23216","79506","1","8367565"
"2731500","23216","79513","2","8366898"
"2740913","23216","79515","1","8399007"
"2729296","23216","79517","2","8358700"
"2743932","23216","79519","4","8409751"
"2734563","23216","79522","3","8376483"
"2802744","23216","79524","4","8618824"
"2742458","23216","79525","1","8404513"
"2739047","23216","79528","2","8391981"
"2728935","23216","79529","2","8357742"
"2734526","23216","79530","1","8376369"
"2737322","23216","79531","3","8385659"
"2743606","23216","79533","1","8408496"
"2739183","23216","79535","1","8392501"
"2744839","23216","79539","5","8413017"
"2728929","23216","79541","5","8357768"
"2738521","23216","79543","4","8389632"
"2730753","23216","79544","1","8363595"
"2740278","23216","79548","2","8396640"
"2732188","23216","79549","1","8369058"
"2734425","23216","79550","1","8376090"
"2741083","23216","79551","2","8405245"
"2736115","23216","79552","2","8410246"
"2730129","23216","79554","5","8361704"
"2733899","23216","79557","7","8374782"
"2735302","23216","79561","1","8378971"
"2744139","23216","79570","2","8410388"
"2733029","23216","79573","2","8371782"
"2733226","23216","79579","2","8372451"
"2740442","23216","79581","1","8397181"
"2731125","23216","79588","2","8384777"
"2728507","23216","79589","2","8356350"
"2745005","23216","79590","2","8413542"
"2744493","23216","79595","4","8411670"
"2742762","23216","79602","7","8405598"
"2744410","23216","79607","1","8411308"
"2733702","23216","79612","1","8374073"
"2735296","23216","79613","3","8378954"
"2734594","23216","79618","1","8376563"
"2740898","23216","79621","1","8398967"
"2731540","23216","79624","10","8367228"
"2734524","23216","79625","3","8376368"
"2731919","23216","79628","1","8368285"
"2744188","23216","79633","2","8410539"
"2732907","23216","79637","3","8371369"
"2731208","23216","79639","2","8365644"
"2735722","23216","79644","21","8380612"
"2744693","23216","79645","1","8412438"
"2744759","23216","79649","2","8412730"
"2729409","23216","79651","2","8359049"
"2732013","23216","79655","1","8368527"
"2789854","23216","79656","1","8574844"
"2743473","23216","79663","2","8408061"
"2729838","23216","79665","2","8360704"
"2728465","23216","79675","2","8356144"
"2731361","23216","79678","1","8366394"
"2744834","23216","79681","1","8412932"
"2741380","23216","79684","2","8400748"
"2740838","23216","79687","1","8398784"
"2731822","23216","79690","9","8367981"
"2739903","23216","79694","1","8395146"
"2741814","23216","79699","1","8402267"
"2735416","23216","79700","4","8382306"
"2744669","23216","79708","1","8412360"
"2733809","23216","79712","1","8374312"
"2733927","23216","79716","2","8374677"
"2744813","23216","79724","8","8413111"
"2744003","23216","79729","1","8409932"
"2739365","23216","79733","4","8393143"
"2734863","23216","79735","1","8377458"
"2731483","23216","79742","1","8366849"
"2737711","23216","79746","2","8386695"
"2743151","23216","79751","1","8406861"
"2735328","23216","79754","20","8379297"
"2732397","23216","79755","1","8369721"
"2728361","23216","79756","1","8355766"
"2739836","23216","79759","7","8394927"
"2743771","23216","79760","1","8409111"
"2730574","23216","79761","2","8362995"
"2729922","23216","79764","1","8360948"
"2731115","23216","79768","1","8365261"
"2731723","23216","79771","10","8367776"
"2735634","23216","79773","1","8380137"
"2741393","23216","79775","1","8400784"
"2729826","23216","79778","2","8360666"
"2731666","23216","79780","3","8367530"
"2736052","23216","79783","1","8381524"
"2729858","23216","79789","1","8360757"
"2744438","23216","79793","8","8411992"
"2743881","23216","79794","4","8409583"
"2745111","23216","79795","1","8413936"
"2742208","23216","79801","1","8403554"
"2729792","23216","79802","1","8360518"
"2733873","23216","79804","2","8374549"
"2744102","23216","79806","2","8410299"
"2733862","23216","79807","8","8374731"
"2731805","23216","79809","2","8367894"
"2742026","23216","79811","1","8402917"
"2734682","23216","79813","4","8376868"
"2744574","23216","79816","1","8412015"
"2737384","23216","79817","2","8385621"
"2728456","23216","79821","1","8356102"
"2729094","23216","79829","1","8358169"
"2742927","23216","79831","2","8406333"
"2741598","23216","79832","1","8401530"
"2742000","23216","79842","5","8402852"
"2740050","23216","79848","1","8395792"
"2731563","23216","79850","1","8367129"
"2731534","23216","79863","2","8367044"
"2737250","23216","79872","3","8385171"
"2732680","23216","79874","8","8370856"
"2744299","23216","79875","1","8410927"
"2738758","23216","79876","3","8391405"
"2734058","23216","79881","2","8375057"
"2733118","23216","79884","1","8372051"
"2729290","23216","79888","2","8358685"
"2740321","23216","79897","2","8396805"
"2729059","23216","79902","2","8358100"
"2728746","23216","79907","1","8357305"
"2741705","23216","79908","9","8403479"
"2732118","23216","79910","1","8368847"
"2743677","23216","79911","2","8408756"
"2733448","23216","79912","1","8373306"
"2730835","23216","79913","2","8364076"
"2733251","23216","79915","3","8372602"
"2742213","23216","79917","4","8403955"
"2741407","23216","79918","1","8400843"
"2742803","23216","79919","2","8405715"
"2740857","23216","79920","1","8398860"
"2733577","23216","79925","2","8373748"
"2729344","23216","79926","6","8359102"
"2732169","23216","79927","2","8369004"
"2728506","23216","79932","1","8356335"
"2732214","23216","79933","4","8369210"
"2743173","23216","79935","2","8406924"
"2737816","23216","79936","1","8387071"
"2733787","23216","79939","8","8375406"
"2741981","23216","79940","1","8402765"
"2739632","23216","79941","1","8394035"
"2731279","23216","79943","4","8390563"
"2732624","23216","79947","4","8370414"
"2731945","23216","79949","1","8368350"
"2729850","23216","79954","1","8360727"
"2743643","23216","79958","4","8408656"
"2732019","23216","79959","2","8368562"
"2740861","23216","79960","5","8398925"
"2728511","23216","79969","1","8356360"
"2729082","23216","79979","2","8358139"
"2730504","23216","79984","2","8362760"
"2737946","23216","79988","1","8387541"
"2730796","23216","79999","1","8363777"
"2740631","23216","80005","4","8397940"
"2729759","23216","80007","1","8360386"
"2729287","23216","80013","1","8358668"
"2729111","23216","80016","1","8358209"
"2744676","23216","80018","1","8412388"
"2729050","23216","80020","2","8358072"
"2730381","23216","80021","2","8362316"
"2732084","23216","80023","1","8368735"
"2740191","23216","80040","2","8396301"
"2732162","23216","80041","3","8369007"
"2743589","23216","80045","3","8408474"
"2735460","23216","80046","1","8379563"
"2734129","23216","80047","1","8375267"
"2735680","23216","80050","3","8380306"
"2736365","23216","80051","2","8382504"
"2738551","23216","80053","4","8389729"
"2737286","23216","80055","1","8385287"
"2741126","23216","80056","1","8399821"
"2740688","23216","80057","3","8398167"
"2738774","23216","80061","1","8390671"
"2730571","23216","80062","1","8362985"
"2741793","23216","80063","1","8402217"
"2744089","23216","80065","1","8410257"
"2800430","23216","80069","1","8610962"
"2736825","23216","80072","1","8384025"
"2740310","23216","80073","1","8396760"
"2731831","23216","80074","1","8367989"
"2733145","23216","80075","1","8372138"
"2737876","23216","80078","1","8387247"
"2729370","23216","80079","4","8358935"
"2737296","23216","80086","2","8385325"
"2744531","23216","80090","1","8411839"
"2732115","23216","80091","2","8368846"
"2742796","23216","80092","2","8405691"
"2744968","23216","80093","1","8413394"
"2743528","23216","80094","9","8408312"
"2731965","23216","80099","1","8368380"
"2738746","23216","80100","3","8390610"
"2728424","23216","80101","2","8355956"
"2742165","23216","80104","1","8403415"
"2743026","23216","80111","6","8406529"
"2740804","23216","80112","5","8398695"
"2744516","23216","80113","3","8411786"
"2729282","23216","80114","2","8358654"
"2728274","23216","80116","3","8355623"
"2744173","23216","80117","3","8410496"
"2729057","23216","80118","1","8358086"
"2729781","23216","80119","1","8360457"
"2743177","23216","80120","1","8406931"
"2731841","23216","80122","1","8368008"
"2733018","23216","80123","2","8371746"
"2737106","23216","80126","1","8384690"
"2744829","23216","80128","5","8413921"
"2743199","23216","80131","3","8407040"
"2744737","23216","80132","5","8412695"
"2735778","23216","80133","2","8380632"
"2740965","23216","80135","2","8399183"
"2733148","23216","80143","2","8376289"
"2728526","23216","80146","7","8356554"
"2729918","23216","80153","1","8360933"
"2737099","23216","80156","1","8384673"
"2743885","23216","80159","3","8409584"
"2733307","23216","80165","2","8372752"
"2737705","23216","80167","1","8386666"
"2738751","23216","80168","2","8390605"
"2739199","23216","80175","2","8392568"
"2743552","23216","80180","6","8408391"
"2730745","23216","80181","1","8363563"
"2740820","23216","80187","2","8398734"
"2734634","23216","80188","4","8376775"
"2728315","23216","80189","1","8355632"
"2744649","23216","80190","1","8412287"
"2729312","23216","80191","1","8358749"
"2732452","23216","80203","6","8369977"
"2741611","23216","80204","7","8401651"
"2744795","23216","80206","1","8412831"
"2731618","23216","80210","3","8367321"
"2733993","23216","80212","2","8374857"
"2743756","23216","80214","2","8409099"
"2742412","23216","80219","1","8404302"
"2728885","23216","80223","1","8357617"
"2731391","23216","80235","1","8366557"
"2744498","23216","80236","3","8411703"
"2731594","23216","80240","3","8367264"
"2732090","23216","80241","1","8368768"
"2741345","23216","80242","2","8400671"
"2741205","23216","80249","2","8400063"
"2738085","23216","80250","1","8387954"
"2731966","23216","80251","2","8368386"
"2743995","23216","80260","1","8409907"
"2728898","23216","80261","1","8357647"
"2741835","23216","80262","13","8404067"
"2730456","23216","80263","2","8362564"
"2732052","23216","80264","2","8368644"
"2728446","23216","80266","1","8356064"
"2730522","23216","80269","1","8362810"
"2737910","23216","80272","2","8387441"
"2729172","23216","80273","2","8358352"
"2731826","23216","80279","3","8367976"
"2742032","23216","80282","4","8402946"
"2733208","23216","80283","2","8372369"
"2728877","23216","80284","4","8357631"
"2796223","23216","80285","1","8598040"
"2734472","23216","80294","3","8376292"
"2732536","23216","80295","1","8370128"
"2732693","23216","80296","1","8370692"
"2730450","23216","80297","4","8362701"
"2729898","23216","80306","1","8360860"
"2731195","23216","80311","1","8365574"
"2738779","23216","80312","2","8390693"
"2734248","23216","80313","3","8375775"
"2734744","23216","80321","7","8377094"
"2732191","23216","80335","3","8370372"
"2744329","23216","80336","2","8411037"
"2729357","23216","80345","1","8358882"
"2728954","23216","80346","4","8357856"
"2740910","23216","80347","1","8398992"
"2735467","23216","80349","1","8379589"
"2740141","23216","80359","6","8396154"
"2729361","23216","80361","1","8358892"
"2731835","23216","80363","2","8367996"
"2729345","23216","80368","4","8358855"
"2738098","23216","80369","3","8388008"
"2729399","23216","80370","1","8359035"
"2734121","23216","80374","2","8375236"
"2743395","23216","80387","1","8407788"
"2736333","23216","80389","3","8382453"
"2729551","23216","80393","3","8359714"
"2728919","23216","80394","2","8357694"
"2731450","23216","80398","2","8366746"
"2744583","23216","80400","1","8412039"
"2743823","23216","80401","5","8409401"
"2789568","23216","80407","2","8573775"
"2733392","23216","80410","1","8373099"
"2738869","23216","80411","2","8391130"
"2732558","23216","80413","1","8370184"
"2740664","23216","80414","3","8398089"
"2732533","23216","80451","1","8370120"
"2729782","23216","80457","3","8360491"
"2731722","23216","80469","3","8367679"
"2737962","23216","80479","4","8412149"
"2734221","23216","80490","4","8375595"
"2733060","23216","80491","3","8371926"
"2736738","23216","80498","1","8383757"
"2728435","23216","80512","5","8356062"
"2744869","23216","80513","1","8413040"
"2744256","23216","80515","2","8410762"
"2736097","23216","80517","1","8381661"
"2745031","23216","80519","1","8413628"
"2735170","23216","80521","5","8379238"
"2745174","23216","80528","1","8414138"
"2794711","23216","80529","2","8593714"
"2736556","23216","80534","3","8383146"
"2744711","23216","80543","2","8412522"
"2732431","23216","80546","2","8369828"
"2738784","23216","80552","13","8391610"
"2745194","23216","80553","2","8414219"
"2732458","23216","80555","1","8369930"
"2729181","23216","80556","1","8358363"
"2743688","23216","80558","3","8408819"
"2732113","23216","80559","6","8368926"
"2743040","23216","80562","1","8406545"
"2743849","23216","80569","9","8409572"
"2732759","23216","80571","1","8370929"
"2731988","23216","80573","2","8368443"
"2736210","23216","80576","1","8382019"
"2738952","23216","80582","1","8391509"
"2743244","23216","80584","11","8407278"
"2738608","23216","80588","1","8389962"
"2733332","23216","80591","2","8372896"
"2729080","23216","80593","1","8358129"
"2731733","23216","80607","2","8367713"
"2735032","23216","80610","1","8378078"
"2739234","23216","80614","10","8392908"
"2732238","23216","80616","2","8369268"
"2734368","23216","80617","1","8375917"
"2729446","23216","80624","2","8359214"
"2731797","23216","80629","1","8367871"
"2729692","23216","80632","1","8360152"
"2741404","23216","80648","3","8400841"
"2745191","23216","80651","1","8414190"
"2744254","23216","80654","6","8411945"
"2731473","23216","80656","2","8366808"
"2729745","23216","80657","1","8360341"
"2732343","23216","80659","1","8369553"
"2737096","23216","80660","1","8384668"
"2729125","23216","80663","2","8358245"
"2732766","23216","80665","1","8370962"
"2735826","23216","80666","3","8412735"
"2729879","23216","80667","1","8360800"
"2729654","23216","80668","1","8360010"
"2734153","23216","80669","3","8375408"
"2741491","23216","80672","1","8401184"
"2735367","23216","80676","1","8379165"
"2737433","23216","80677","3","8385774"
"2738202","23216","80679","2","8388364"
"2728932","23216","80682","11","8357826"
"2737675","23216","80683","2","8386585"
"2734207","23216","80684","5","8375882"
"2729280","23216","80685","2","8358648"
"2742800","23216","80688","2","8405712"
"2728765","23216","80693","1","8357338"
"2744775","23216","80696","1","8412785"
"2737767","23216","80698","2","8386883"
"2742327","23216","80704","2","8404034"
"2729397","23216","80706","1","8359032"
"2730699","23216","80709","1","8363456"
"2735329","23216","80710","1","8379051"
"2728891","23216","80712","2","8357629"
"2736229","23216","80714","2","8382084"
"2731602","23216","80718","1","8367260"
"2730976","23216","80722","2","8384150"
"2738649","23216","80730","1","8390188"
"2737284","23216","80732","4","8385281"
"2733725","23216","80733","1","8374121"
"2739204","23216","80735","4","8392635"
"2743369","23216","80739","2","8407708"
"2742786","23216","80741","2","8405651"
"2736489","23216","80753","1","8382856"
"2728760","23216","80757","2","8357330"
"2728931","23216","80764","1","8357732"
"2738644","23216","80766","2","8390647"
"2736705","23216","80767","8","8403089"
"2731944","23216","80768","1","8368349"
"2732003","23216","80769","1","8368504"
"2741541","23216","80770","2","8401330"
"2738678","23216","80773","1","8390337"
"2728501","23216","80774","2","8356298"
"2734525","23216","80776","2","8376370"
"2731842","23216","80778","2","8368012"
"2742254","23216","80780","4","8403721"
"2733111","23216","80784","2","8372038"
"2728934","23216","80785","1","8357737"
"2734068","23216","80786","2","8375240"
"2737520","23216","80787","1","8386033"
"2735136","23216","80790","1","8378459"
"2743183","23216","80791","1","8406944"
"2743060","23216","80793","2","8406595"
"2731921","23216","80794","2","8368293"
"2738003","23216","80795","1","8387713"
"2731584","23216","80797","2","8367269"
"2733131","23216","80799","2","8372090"
"2736225","23216","80801","4","8382093"
"2733323","23216","80804","1","8372852"
"2731179","23216","80806","1","8365502"
"2738452","23216","80813","1","8389285"
"2729156","23216","80814","2","8358336"
"2728485","23216","80817","1","8356222"
"2731079","23216","80819","2","8365130"
"2744811","23216","80824","1","8412863"
"2728800","23216","80825","1","8357421"
"2732470","23216","80827","4","8407493"
"2729463","23216","80829","2","8359266"
"2734571","23216","80832","1","8376486"
"2728977","23216","80835","2","8357886"
"2741125","23216","80846","1","8399819"
"2743309","23216","80848","1","8407461"
"2743888","23216","80851","1","8409581"
"2731429","23216","80853","1","8366675"
"2732699","23216","80857","1","8370703"
"2744373","23216","80862","1","8411177"
"2741507","23216","80863","1","8401220"
"2744083","23216","80865","1","8410241"
"2744012","23216","80867","3","8409991"
"2742506","23216","80868","4","8404646"
"2741883","23216","80870","1","8402450"
"2739326","23216","80878","1","8392990"
"2729889","23216","80881","3","8360836"
"2743959","23216","80883","2","8409806"
"2741509","23216","80885","1","8401223"
"2792509","23216","80894","2","8584494"
"2730234","23216","80895","3","8361968"
"2737543","23216","80897","1","8386111"
"2744648","23216","80905","1","8412285"
"2731616","23216","80907","1","8367310"
"2744587","23216","80909","7","8412106"
"2731260","23216","80917","1","8365918"
"2741663","23216","80938","1","8401762"
"2730349","23216","80951","2","8371606"
"2739085","23216","80965","2","8392214"
"2737095","23216","80968","1","8384667"
"2742968","23216","80970","2","8406334"
"2732664","23216","80981","1","8370557"
"2729822","23216","80983","5","8360657"
"2734162","23216","80984","2","8375400"
"2795415","23216","80987","1","8595260"
"2742264","23216","80988","2","8404724"
"2740985","23216","80989","1","8399232"
"2729686","23216","80990","2","8360118"
"2735491","23216","80992","12","8406567"
"2740209","23216","80993","1","8396340"
"2731906","23216","80995","2","8368208"
"2732914","23216","80997","9","8371476"
"2729062","23216","80998","3","8358105"
"2736024","23216","80999","2","8381449"
"2728368","23216","81000","1","8355786"
"2744824","23216","81001","1","8412895"
"2741171","23216","81006","1","8399942"
"2732265","23216","81010","1","8369345"
"2741929","23216","81012","2","8402571"
"2740727","23216","81013","4","8400021"
"2731475","23216","81014","5","8366827"
"2737328","23216","81018","4","8385458"
"2742013","23216","81019","1","8402882"
"2744544","23216","81022","2","8411898"
"2729895","23216","81023","1","8360847"
"2744961","23216","81030","3","8414004"
"2730545","23216","81033","11","8378648"
"2742582","23216","81036","12","8405071"
"2743524","23216","81039","2","8408238"
"2743724","23216","81045","6","8409028"
"2744048","23216","81049","26","8413712"
"2743979","23216","81050","1","8409872"
"2731342","23216","81057","2","8366284"
"2739338","23216","81073","3","8393037"
"2734965","23216","81078","1","8377773"
"2734331","23216","81079","2","8376118"
"2729089","23216","81083","1","8358154"
"2741735","23216","81096","3","8401991"
"2736359","23216","81097","1","8382483"
"2745164","23216","81103","1","8414105"
"2729203","23216","81104","1","8358427"
"2728369","23216","81107","1","8355787"
"2732971","23216","81113","3","8371652"
"2743020","23216","81118","1","8406480"
"2733008","23216","81119","15","8371889"
"2729825","23216","81120","4","8360665"
"2731220","23216","81123","3","8365821"
"2744887","23216","81125","1","8413103"
"2744314","23216","81126","2","8411064"
"2744827","23216","81129","1","8412908"
"2741586","23216","81130","5","8401505"
"2797461","23216","81134","3","8602406"
"2729930","23216","81135","4","8361832"
"2743069","23216","81140","2","8406626"
"2733173","23216","81142","1","8372230"
"2728849","23216","81143","2","8357543"
"2742679","23216","81146","1","8405288"
"2733168","23216","81147","3","8375368"
"2732012","23216","81152","4","8368541"
"2743899","23216","81154","2","8409607"
"2743468","23216","81156","6","8408119"
"2729195","23216","81157","1","8358411"
"2737190","23216","81158","2","8385147"
"2736206","23216","81159","15","8382091"
"2732650","23216","81162","1","8370507"
"2741707","23216","81167","1","8401874"
"2744213","23216","81168","3","8412559"
"2744788","23216","81172","1","8412809"
"2738403","23216","81181","2","8389089"
"2743835","23216","81185","1","8409396"
"2735378","23216","81195","1","8379211"
"2731545","23216","81204","2","8367077"
"2732218","23216","81205","2","8369191"
"2731202","23216","81219","4","8365615"
"2732348","23216","81225","3","8374470"
"2737374","23216","81253","1","8385589"
"2728692","23216","81267","1","8357183"
"2735190","23216","81274","1","8378634"
"2743777","23216","81284","1","8409132"
"2789241","23216","81310","5","8604628"
"2739261","23216","81312","1","8392772"
"2734112","23216","81321","3","8376254"
"2744866","23216","81325","4","8413183"
"2744221","23216","81341","5","8412207"
"2731702","23216","81351","5","8369300"
"2803025","23216","81352","2","8619341"
"2728660","23216","81360","3","8357112"
"2743270","23216","81371","1","8407314"
"2740174","23216","81373","1","8396235"
"2744892","23216","81381","1","8413123"
"2731603","23216","81384","3","8367306"
"2732472","23216","81391","1","8369954"
"2739547","23216","81393","2","8393733"
"2739438","23216","81397","1","8393387"
"2729840","23216","81401","1","8360707"
"2728415","23216","81403","1","8355935"
"2739721","23216","81415","3","8394475"
"2730474","23216","81419","1","8362614"
"2733505","23216","81420","1","8373499"
"2743761","23216","81421","1","8409075"
"2743453","23216","81425","1","8407997"
"2742196","23216","81435","1","8403513"
"2744195","23216","81440","1","8410556"
"2742441","23216","81458","2","8404455"
"2735827","23216","81459","4","8381388"
"2732119","23216","81465","1","8368848"
"2740108","23216","81473","1","8396039"
"2732525","23216","81478","6","8370123"
"2731939","23216","81492","1","8368342"
"2731385","23216","81494","1","8366525"
"2741523","23216","81496","1","8401271"
"2745152","23216","81499","3","8414097"
"2798746","23216","81522","2","8605869"
"2734741","23216","81526","3","8377174"
"2744998","23216","81527","5","8413783"
"2735889","23216","81532","4","8380972"
"2745185","23216","81533","1","8414181"
"2735773","23216","81534","1","8380611"
"2732280","23216","81536","1","8369397"
"2728476","23216","81574","2","8356177"
"2739568","23216","81587","3","8408325"
"2728956","23216","81590","5","8357842"
"2742907","23216","81600","1","8406124"
"2743895","23216","81604","1","8409600"
"2741120","23216","81610","1","8399799"
"2742873","23216","81615","5","8406021"
"2740752","23216","81617","2","8405078"
"2740325","23216","81626","5","8396834"
"2733222","23216","81627","7","8375526"
"2742879","23216","81628","7","8406076"
"2739620","23216","81633","1","8394005"
"2734924","23216","81634","2","8377627"
"2740934","23216","81635","1","8399078"
"2732640","23216","81638","3","8370474"
"2742737","23216","81642","3","8405491"
"2744793","23216","81645","2","8412847"
"2729735","23216","81646","1","8360316"
"2732298","23216","81647","4","8369450"
"2733989","23216","81649","9","8374945"
"2743745","23216","81652","2","8409062"
"2743703","23216","81655","4","8408856"
"2729650","23216","81661","1","8359998"
"2804882","23216","81666","3","8626495"
"2744600","23216","81669","2","8412105"
"2740470","23216","81674","2","8397270"
"2732859","23216","81676","1","8371217"
"2729652","23216","81684","1","8360003"
"2728685","23216","81690","1","8357164"
"2731177","23216","81693","1","8365498"
"2732466","23216","81694","1","8369944"
"2800683","23216","81704","2","8611923"
"2731971","23216","81708","4","8369694"
"2731690","23216","81710","1","8367581"
"2734426","23216","81717","1","8376099"
"2732922","23216","81718","3","8371419"
"2730499","23216","81719","2","8362735"
"2731509","23216","81720","3","8366921"
"2732391","23216","81723","2","8369714"
"2728349","23216","81727","1","8355729"
"2731381","23216","81728","1","8366498"
"2731663","23216","81734","2","8367504"
"2728930","23216","81737","2","8357733"
"2744690","23216","81738","1","8412435"
"2735086","23216","81742","1","8378294"
"2734010","23216","81744","1","8374916"
"2731246","23216","81751","4","8365834"
"2740677","23216","81752","2","8398112"
"2732815","23216","81754","2","8371110"
"2734611","23216","81765","3","8376641"
"2734742","23216","81766","1","8377018"
"2731715","23216","81769","6","8370283"
"2735575","23216","81777","2","8379959"
"2734205","23216","81779","1","8375468"
"2732137","23216","81792","2","8368905"
"2740695","23216","81797","2","8398192"
"2743451","23216","81801","1","8407995"
"2730485","23216","81802","4","8362685"
"2729573","23216","81805","1","8359777"
"2730579","23216","81806","3","8363053"
"2738492","23216","81817","1","8389490"
"2736215","23216","81822","1","8382035"
"2738948","23216","81833","1","8391486"
"2733429","23216","81841","2","8373232"
"2792563","23216","81843","1","8584651"
"2741594","23216","81844","7","8401536"
"2734916","23216","81845","2","8377635"
"2735444","23216","81846","1","8379504"
"2728489","23216","81847","2","8356248"
"2732055","23216","81848","2","8368650"
"2745155","23216","81849","1","8414082"
"2730857","23216","81853","1","8364151"
"2735693","23216","81856","1","8380341"
"2741241","23216","81863","8","8400219"
"2734872","23216","81869","1","8377477"
"2744347","23216","81872","1","8411083"
"2737447","23216","81874","3","8385830"
"2738579","23216","81876","1","8389823"
"2728406","23216","81881","2","8355907"
"2729281","23216","81883","3","8358688"
"2729277","23216","81884","4","8358655"
"2745040","23216","81886","1","8413682"
"2735507","23216","81887","1","8379732"
"2741537","23216","81891","1","8401312"
"2797475","23216","81899","1","8602450"
"2797477","23216","81900","1","8602456"
"2731397","23216","81902","1","8366582"
"2743862","23216","81907","1","8409495"
"2730180","23216","81918","1","8361819"
"2743750","23216","81939","7","8409058"
"2741141","23216","81940","2","8399865"
"2740849","23216","81941","2","8398853"
"2740535","23216","81942","3","8397556"
"2743184","23216","81943","2","8406961"
"2734728","23216","81945","1","8376976"
"2732956","23216","81994","2","8371506"
"2729451","23216","82010","1","8359220"
"2742659","23216","82020","1","8405229"
"2737963","23216","82023","1","8387574"
"2742771","23216","82033","4","8405587"
"2798540","23216","82040","1","8605214"
"2729087","23216","82060","1","8358149"
"2736393","23216","82074","1","8382604"
"2731108","23216","82076","1","8365243"
"2732594","23216","82079","4","8370303"
"2744334","23216","82085","1","8411047"
"2733660","23216","82092","1","8373957"
"2733049","23216","82134","2","8371844"
"2728702","23216","82140","4","8357240"
"2729257","23216","82141","2","8358583"
